user,place,total,last_point_datetime,day1_done,day2_done,day3_done,day4_done,day5_done,helping_day1,helping_day2,helping_day3,helping_day4,helping_day5,done_extra,friends_points
UDDRYV7K4,296,100.0,1567439542.0,100.0,,,,,0,0,0,0,0,0,0
UH2SSPJ23,297,100.0,1567439294.0,100.0,,,,,0,0,0,0,0,0,0
UH2GGFLSG,298,100.0,1567439198.0,100.0,,,,,0,0,0,0,0,0,0
UMVVA913R,299,100.0,1567439154.0,100.0,,,,,0,0,0,0,0,0,0
UH2PXJTC6,300,100.0,1567439099.0,100.0,,,,,0,0,0,0,0,0,0
UG3PHRC3F,301,100.0,1567438768.0,100.0,,,,,0,0,0,0,0,0,0
UJXRLGQ5N,302,100.0,1567438712.0,100.0,,,,,0,0,0,0,0,0,0
UH1EDKL4U,303,100.0,1567438619.0,100.0,,,,,0,0,0,0,0,0,0
UDAPA7PNV,304,100.0,1567438595.0,100.0,,,,,0,0,0,0,0,0,0
UMVB30HFZ,305,100.0,1567437915.0,100.0,,,,,0,0,0,0,0,0,0
UMX9WR8PP,306,100.0,1567437603.0,100.0,,,,,0,0,0,0,0,0,0
UDCGSKYFK,307,100.0,1567437544.0,100.0,,,,,0,0,0,0,0,0,0
UHGPAJML0,308,100.0,1567437356.0,100.0,,,,,0,0,0,0,0,0,0
UG36EQ18C,309,100.0,1567437003.0,100.0,,,,,0,0,0,0,0,0,0
UH05FVDJP,310,100.0,1567436922.0,100.0,,,,,0,0,0,0,0,0,0
UG1URDGUA,311,100.0,1567436861.0,100.0,,,,,0,0,0,0,0,0,0
UHMEJH01E,312,100.0,1567436730.0,100.0,,,,,0,0,0,0,0,0,0
UMRLRL4SV,313,100.0,1567436671.0,100.0,,,,,0,0,0,0,0,0,0
UH290PU5B,314,100.0,1567436511.0,100.0,,,,,0,0,0,0,0,0,0
UH1AVRLFL,315,100.0,1567436289.0,100.0,,,,,0,0,0,0,0,0,0
UMMEN41M3,316,100.0,1567436274.0,100.0,,,,,0,0,0,0,0,0,0
UH3P7JKPG,317,100.0,1567436235.0,100.0,,,,,0,0,0,0,0,0,0
UGZJGATJL,318,100.0,1567436211.0,100.0,,,,,0,0,0,0,0,0,0
UHFBTL9TP,319,100.0,1567435707.0,100.0,,,,,0,0,0,0,0,0,0
UMUED1F1D,320,100.0,1567435533.0,100.0,,,,,0,0,0,0,0,0,0
UMPCWDV09,321,100.0,1567435408.0,100.0,,,,,0,0,0,0,0,0,0
UG3T6B49G,322,100.0,1567434355.0,100.0,,,,,0,0,0,0,0,0,0
UG433A7EW,323,100.0,1567434301.0,100.0,,,,,0,0,0,0,0,0,0
UJH9RTSLD,324,100.0,1567434187.0,100.0,,,,,0,0,0,0,0,0,0
UHLEND5T6,325,100.0,1567433994.0,100.0,,,,,0,0,0,0,0,0,0
UMZ5TH33R,326,100.0,1567433976.0,100.0,,,,,0,0,0,0,0,0,0
UMKS0RNGK,327,100.0,1567433975.0,100.0,,,,,0,0,0,0,0,0,0
UH06EEXEY,328,100.0,1567433968.0,100.0,,,,,0,0,0,0,0,0,0
UG6B4ECA2,329,100.0,1567433899.0,100.0,,,,,0,0,0,0,0,0,0
UG1ACQMSL,330,100.0,1567433743.0,100.0,,,,,0,0,0,0,0,0,0
UHF5ADVS9,331,100.0,1567433509.0,100.0,,,,,0,0,0,0,0,0,0
UMUPS8TAA,332,100.0,1567433317.0,100.0,,,,,0,0,0,0,0,0,0
UHCE1C6M8,333,100.0,1567433141.0,100.0,,,,,0,0,0,0,0,0,0
UG44346FP,334,100.0,1567432930.0,100.0,,,,,0,0,0,0,0,0,0
UG37ZPWD7,335,100.0,1567432694.0,100.0,,,,,0,0,0,0,0,0,0
UMQEZ5WEM,336,100.0,1567432681.0,100.0,,,,,0,0,0,0,0,0,0
UG3CV044W,337,100.0,1567432311.0,100.0,,,,,0,0,0,0,0,0,0
UG38YSGRK,338,100.0,1567432244.0,100.0,,,,,0,0,0,0,0,0,0
UG5EV5QL9,339,100.0,1567432061.0,100.0,,,,,0,0,0,0,0,0,0
UDAPL3EAY,340,100.0,1567431989.0,100.0,,,,,0,0,0,0,0,0,0
UMQEZ33H7,341,100.0,1567431364.0,100.0,,,,,0,0,0,0,0,0,0
UL0TMBK7A,342,100.0,1567431018.0,100.0,,,,,0,0,0,0,0,0,0
UH1UV75HR,343,100.0,1567431013.0,100.0,,,,,0,0,0,0,0,0,0
UH2CS2QCV,344,100.0,1567430887.0,100.0,,,,,0,0,0,0,0,0,0
UCJSEABB8,345,100.0,1567430799.0,100.0,,,,,0,0,0,0,0,0,0
UG2UUBGQK,346,100.0,1567430632.0,100.0,,,,,0,0,0,0,0,0,0
UH1RW7NUS,347,100.0,1567430518.0,100.0,,,,,0,0,0,0,0,0,0
UMUPRNLQ6,348,100.0,1567430499.0,100.0,,,,,0,0,0,0,0,0,0
UG388KFGC,349,100.0,1567430302.0,100.0,,,,,0,0,0,0,0,0,0
UG4QKKP0E,350,100.0,1567429952.0,100.0,,,,,0,0,0,0,0,0,0
UG4EWUV6K,351,100.0,1567429924.0,100.0,,,,,0,0,0,0,0,0,0
UMR6AAPJL,352,100.0,1567429824.0,100.0,,,,,0,0,0,0,0,0,0
UMPCZM48H,353,100.0,1567429301.0,100.0,,,,,0,0,0,0,0,0,0
UH08HNZKN,354,100.0,1567428596.0,100.0,,,,,0,0,0,0,0,0,0
UGZGK954Y,355,100.0,1567428591.0,100.0,,,,,0,0,0,0,0,0,0
UH21FCUM9,356,100.0,1567428278.0,100.0,,,,,0,0,0,0,0,0,0
UG4H0ABL6,357,100.0,1567428128.0,100.0,,,,,0,0,0,0,0,0,0
UM97WKHSP,358,100.0,1567427602.0,100.0,,,,,0,0,0,0,0,0,0
UMF54LT42,359,100.0,1567427443.0,100.0,,,,,0,0,0,0,0,0,0
UMR6ABJ56,360,100.0,1567427256.0,100.0,,,,,0,0,0,0,0,0,0
UJKEZLF63,361,100.0,1567426951.0,100.0,,,,,0,0,0,0,0,0,0
UH1NZF80L,362,100.0,1567426926.0,100.0,,,,,0,0,0,0,0,0,0
UH27MPJS1,363,100.0,1567426477.0,100.0,,,,,0,0,0,0,0,0,0
UH0JV2CRK,364,100.0,1567425076.0,100.0,,,,,0,0,0,0,0,0,0
UH3KGT6NT,365,100.0,1567424949.0,100.0,,,,,0,0,0,0,0,0,0
UME9SNM3K,366,100.0,1567424813.0,100.0,,,,,0,0,0,0,0,0,0
UHKM042SH,367,100.0,1567424461.0,100.0,,,,,0,0,0,0,0,0,0
UHMGWDTN3,368,100.0,1567423693.0,100.0,,,,,0,0,0,0,0,0,0
UHH6H4CCQ,369,100.0,1567423540.0,100.0,,,,,0,0,0,0,0,0,0
UG22649DH,370,100.0,1567423393.0,100.0,,,,,0,0,0,0,0,0,0
UG2GYFJHJ,371,100.0,1567423279.0,100.0,,,,,0,0,0,0,0,0,0
UH33KN685,372,100.0,1567423187.0,100.0,,,,,0,0,0,0,0,0,0
UH397ATML,373,100.0,1567423183.0,100.0,,,,,0,0,0,0,0,0,0
UH19FTT0F,374,100.0,1567423049.0,100.0,,,,,0,0,0,0,0,0,0
UG3BNEPQW,375,100.0,1567423033.0,100.0,,,,,0,0,0,0,0,0,0
UH3F1GBLL,376,100.0,1567423028.0,100.0,,,,,0,0,0,0,0,0,0
UMRMWHYUE,377,100.0,1567422298.0,100.0,,,,,0,0,0,0,0,0,0
UH1MHT7HB,378,100.0,1567422050.0,100.0,,,,,0,0,0,0,0,0,0
UG4CSN423,379,100.0,1567421933.0,100.0,,,,,0,0,0,0,0,0,0
UMXPQ6TDE,380,100.0,1567421821.0,100.0,,,,,0,0,0,0,0,0,0
UH20ME2RY,381,100.0,1567421590.0,100.0,,,,,0,0,0,0,0,0,0
UH2HDHNA3,382,100.0,1567421550.0,100.0,,,,,0,0,0,0,0,0,0
UHMULELKG,383,100.0,1567421411.0,100.0,,,,,0,0,0,0,0,0,0
UH2L3F1UP,384,100.0,1567421368.0,100.0,,,,,0,0,0,0,0,0,0
UHBRAE68H,385,100.0,1567421333.0,100.0,,,,,0,0,0,0,0,0,0
UM277UQMT,386,100.0,1567421101.0,100.0,,,,,0,0,0,0,0,0,0
UMQ93TKKR,387,100.0,1567421074.0,100.0,,,,,0,0,0,0,0,0,0
UMSJBKY3A,388,100.0,1567420918.0,100.0,,,,,0,0,0,0,0,0,0
UG3VD1KA5,389,100.0,1567420853.0,100.0,,,,,0,0,0,0,0,0,0
UMMV7RQ2V,390,100.0,1567420485.0,100.0,,,,,0,0,0,0,0,0,0
UH2S0QQF7,391,100.0,1567420365.0,100.0,,,,,0,0,0,0,0,0,0
UKNJ38EDA,392,100.0,1567420260.0,100.0,,,,,0,0,0,0,0,0,0
UD4P7KF2T,393,100.0,1567420059.0,100.0,,,,,0,0,0,0,0,0,0
UMY09NJ4W,394,100.0,1567419992.0,100.0,,,,,0,0,0,0,0,0,0
UMDNNE1MH,395,100.0,1567419906.0,100.0,,,,,0,0,0,0,0,0,0
UMZFDQM63,396,100.0,1567418434.0,100.0,,,,,0,0,0,0,0,0,0
UHCCY1D24,397,100.0,1567418344.0,100.0,,,,,0,0,0,0,0,0,0
UML8SS267,398,100.0,1567418195.0,100.0,,,,,0,0,0,0,0,0,0
UCMQ7T45C,399,100.0,1567417737.0,100.0,,,,,0,0,0,0,0,0,0
UG57AQK71,400,100.0,1567417697.0,100.0,,,,,0,0,0,0,0,0,0
UHLSPDM5J,401,100.0,1567417558.0,100.0,,,,,0,0,0,0,0,0,0
UMF553XH8,402,100.0,1567417408.0,100.0,,,,,0,0,0,0,0,0,0
UH1NFQLQK,403,100.0,1567417262.0,100.0,,,,,0,0,0,0,0,0,0
UMUECPRPZ,404,100.0,1567417179.0,100.0,,,,,0,0,0,0,0,0,0
UG2NM5858,405,100.0,1567417073.0,100.0,,,,,0,0,0,0,0,0,0
UMLLYAATA,406,100.0,1567416654.0,100.0,,,,,0,0,0,0,0,0,0
UMK2DV5ED,407,100.0,1567416359.0,100.0,,,,,0,0,0,0,0,0,0
UH1V683QC,408,100.0,1567415962.0,100.0,,,,,0,0,0,0,0,0,0
UH32SASPR,409,100.0,1567415746.0,100.0,,,,,0,0,0,0,0,0,0
UMQEZD34Z,410,100.0,1567415141.0,100.0,,,,,0,0,0,0,0,0,0
UH19VH8E8,411,100.0,1567415028.0,100.0,,,,,0,0,0,0,0,0,0
UKTUA8HQQ,412,100.0,1567414628.0,100.0,,,,,0,0,0,0,0,0,0
UG3PD2WH4,413,100.0,1567414587.0,100.0,,,,,0,0,0,0,0,0,0
UH3CM7VBQ,414,100.0,1567414568.0,100.0,,,,,0,0,0,0,0,0,0
UH5CQJXAA,415,100.0,1567414485.0,100.0,,,,,0,0,0,0,0,0,0
UH2MY833N,416,100.0,1567414442.0,100.0,,,,,0,0,0,0,0,0,0
UMA1ED9PV,417,100.0,1567414434.0,100.0,,,,,0,0,0,0,0,0,0
UG2BLAUAU,418,100.0,1567414358.0,100.0,,,,,0,0,0,0,0,0,0
UD0A4LR8B,419,100.0,1567414211.0,100.0,,,,,0,0,0,0,0,0,0
UG3GGMRJ9,420,100.0,1567414211.0,100.0,,,,,0,0,0,0,0,0,0
UH3G6LUDC,421,100.0,1567414153.0,100.0,,,,,0,0,0,0,0,0,0
UG38B84E8,422,100.0,1567414132.0,100.0,,,,,0,0,0,0,0,0,0
UMS4MM5MJ,423,100.0,1567413878.0,100.0,,,,,0,0,0,0,0,0,0
UH2T8PZ55,424,100.0,1567413733.0,100.0,,,,,0,0,0,0,0,0,0
UH158S9NG,425,100.0,1567413277.0,100.0,,,,,0,0,0,0,0,0,0
UHFRRGMA5,426,100.0,1567413262.0,100.0,,,,,0,0,0,0,0,0,0
UHKBGC4UQ,427,100.0,1567412879.0,100.0,,,,,0,0,0,0,0,0,0
UG2GU7X8Q,428,100.0,1567412804.0,100.0,,,,,0,0,0,0,0,0,0
UG2PT3U8J,429,100.0,1567412021.0,100.0,,,,,0,0,0,0,0,0,0
UCHCH5HC2,430,100.0,1567411867.0,100.0,,,,,0,0,0,0,0,0,0
UG4P3D8PQ,431,100.0,1567411865.0,100.0,,,,,0,0,0,0,0,0,0
UCWTPC51D,432,100.0,1567411507.0,100.0,,,,,0,0,0,0,0,0,0
UMZF48G14,433,100.0,1567411238.0,100.0,,,,,0,0,0,0,0,0,0
UG3CD53U6,434,100.0,1567411072.0,100.0,,,,,0,0,0,0,0,0,0
UH3AUSMFZ,435,100.0,1567410987.0,100.0,,,,,0,0,0,0,0,0,0
ULQQ320US,436,100.0,1567410815.0,100.0,,,,,0,0,0,0,0,0,0
UH1EM0S5S,437,100.0,1567410767.0,100.0,,,,,0,0,0,0,0,0,0
UMR6GAZ0V,438,100.0,1567410393.0,100.0,,,,,0,0,0,0,0,0,0
UH04BLU4B,439,100.0,1567410245.0,100.0,,,,,0,0,0,0,0,0,0
UH0EKDNAY,440,100.0,1567409625.0,100.0,,,,,0,0,0,0,0,0,0
UH1QV80KC,441,100.0,1567409589.0,100.0,,,,,0,0,0,0,0,0,0
UD9RECYTS,442,100.0,1567409473.0,100.0,,,,,0,0,0,0,0,0,0
UHRPPUKS9,443,100.0,1567409457.0,100.0,,,,,0,0,0,0,0,0,0
UGU3K7LCT,444,100.0,1567409436.0,100.0,,,,,0,0,0,0,0,0,0
UG267J7MK,445,100.0,1567409168.0,100.0,,,,,0,0,0,0,0,0,0
UH3H9V43H,446,100.0,1567408881.0,100.0,,,,,0,0,0,0,0,0,0
UH2UB4EDU,447,100.0,1567408858.0,100.0,,,,,0,0,0,0,0,0,0
UH09UHM9N,448,100.0,1567408592.0,100.0,,,,,0,0,0,0,0,0,0
UML56SV9R,449,100.0,1567408335.0,100.0,,,,,0,0,0,0,0,0,0
UJL0609B9,450,100.0,1567408296.0,100.0,,,,,0,0,0,0,0,0,0
UD0AHCPMH,451,100.0,1567408226.0,100.0,,,,,0,0,0,0,0,0,0
UHGM08MPA,452,100.0,1567407984.0,100.0,,,,,0,0,0,0,0,0,0
UML78FEQL,453,100.0,1567407975.0,100.0,,,,,0,0,0,0,0,0,0
UMDNNDKQT,454,100.0,1567407439.0,100.0,,,,,0,0,0,0,0,0,0
UDDR390FL,455,100.0,1567407407.0,100.0,,,,,0,0,0,0,0,0,0
ULC9MDTNY,456,100.0,1567407293.0,100.0,,,,,0,0,0,0,0,0,0
UG2EABSSV,457,100.0,1567407136.0,100.0,,,,,0,0,0,0,0,0,0
UMQV97HDJ,458,100.0,1567407085.0,100.0,,,,,0,0,0,0,0,0,0
UG21JPUJX,459,100.0,1567406956.0,100.0,,,,,0,0,0,0,0,0,0
UMZDFQTB9,460,100.0,1567406875.0,100.0,,,,,0,0,0,0,0,0,0
UG38NR8NB,461,100.0,1567406772.0,100.0,,,,,0,0,0,0,0,0,0
UG5GJDH46,462,100.0,1567406709.0,100.0,,,,,0,0,0,0,0,0,0
UMZ2904R4,463,100.0,1567406521.0,100.0,,,,,0,0,0,0,0,0,0
UHB8DP058,464,100.0,1567406395.0,100.0,,,,,0,0,0,0,0,0,0
UHBCVF46M,465,100.0,1567406365.0,100.0,,,,,0,0,0,0,0,0,0
UH1MVD770,466,100.0,1567406263.0,100.0,,,,,0,0,0,0,0,0,0
UMUTGDYBY,467,100.0,1567406204.0,100.0,,,,,0,0,0,0,0,0,0
UHMLWJ91C,468,100.0,1567406075.0,100.0,,,,,0,0,0,0,0,0,0
UHS2M45AR,469,100.0,1567405862.0,100.0,,,,,0,0,0,0,0,0,0
UG1UTAQ9Y,470,100.0,1567405788.0,100.0,,,,,0,0,0,0,0,0,0
UDNB4J42U,471,100.0,1567405698.0,100.0,,,,,0,0,0,0,0,0,0
UHDPCD4CA,472,100.0,1567405557.0,100.0,,,,,0,0,0,0,0,0,0
UH2F45QD9,473,100.0,1567405529.0,100.0,,,,,0,0,0,0,0,0,0
UHGCHAA30,474,100.0,1567405496.0,100.0,,,,,0,0,0,0,0,0,0
UGZBLSP88,475,100.0,1567405042.0,100.0,,,,,0,0,0,0,0,0,0
UHNRDCENQ,476,100.0,1567404703.0,100.0,,,,,0,0,0,0,0,0,0
UH2C46KQT,477,100.0,1567404664.0,100.0,,,,,0,0,0,0,0,0,0
UGXQSN2F2,478,100.0,1567404373.0,100.0,,,,,0,0,0,0,0,0,0
UG32WF02W,479,100.0,1567404369.0,100.0,,,,,0,0,0,0,0,0,0
UH0HN73SR,480,100.0,1567404228.0,100.0,,,,,0,0,0,0,0,0,0
UG3M6HPCJ,481,100.0,1567404018.0,100.0,,,,,0,0,0,0,0,0,0
UH0PHR7V3,482,100.0,1567404010.0,100.0,,,,,0,0,0,0,0,0,0
UG1SXVDEX,483,100.0,1567403471.0,100.0,,,,,0,0,0,0,0,0,0
UG3FABSHK,484,100.0,1567403438.0,100.0,,,,,0,0,0,0,0,0,0
UG4MXLC86,485,100.0,1567403435.0,100.0,,,,,0,0,0,0,0,0,0
UH3T2TB47,486,100.0,1567403406.0,100.0,,,,,0,0,0,0,0,0,0
UDCST0V7T,487,100.0,1567402741.0,100.0,,,,,0,0,0,0,0,0,0
UKG0XR8UF,488,100.0,1567402542.0,100.0,,,,,0,0,0,0,0,0,0
UMQTURUTB,489,100.0,1567402231.0,100.0,,,,,0,0,0,0,0,0,0
ULGU7Q4KE,490,100.0,1567401880.0,100.0,,,,,0,0,0,0,0,0,0
UG36ZUL48,491,100.0,1567401724.0,100.0,,,,,0,0,0,0,0,0,0
UG2AH41KL,492,100.0,1567401552.0,100.0,,,,,0,0,0,0,0,0,0
UCM7LHHUZ,493,100.0,1567401545.0,100.0,,,,,0,0,0,0,0,0,0
UH297HC2W,494,100.0,1567401519.0,100.0,,,,,0,0,0,0,0,0,0
UMPAJ7TTR,495,100.0,1567401429.0,100.0,,,,,0,0,0,0,0,0,0
UMX1WGEV6,496,100.0,1567401353.0,100.0,,,,,0,0,0,0,0,0,0
UG2HQ855W,497,100.0,1567400964.0,100.0,,,,,0,0,0,0,0,0,0
UG1TQJ535,498,100.0,1567400841.0,100.0,,,,,0,0,0,0,0,0,0
UH16L8CS0,499,100.0,1567400689.0,100.0,,,,,0,0,0,0,0,0,0
UM97WTUTD,500,100.0,1567400469.0,100.0,,,,,0,0,0,0,0,0,0
UMZM1CRFG,501,100.0,1567399698.0,100.0,,,,,0,0,0,0,0,0,0
UJER1PBMX,502,100.0,1567399552.0,100.0,,,,,0,0,0,0,0,0,0
UHBLQV1QT,503,100.0,1567399284.0,100.0,,,,,0,0,0,0,0,0,0
UH096PR7W,504,100.0,1567398844.0,100.0,,,,,0,0,0,0,0,0,0
UM9GXFV28,505,100.0,1567398517.0,100.0,,,,,0,0,0,0,0,0,0
UG31ALZJT,506,100.0,1567398121.0,100.0,,,,,0,0,0,0,0,0,0
UMJAZP37U,507,100.0,1567396853.0,100.0,,,,,0,0,0,0,0,0,0
UG3CA9LGP,508,100.0,1567396308.0,100.0,,,,,0,0,0,0,0,0,0
UH1L52Z3Q,509,100.0,1567396242.0,100.0,,,,,0,0,0,0,0,0,0
UMZL6FR9C,510,100.0,1567395841.0,100.0,,,,,0,0,0,0,0,0,0
UH23ADRFX,511,100.0,1567395657.0,100.0,,,,,0,0,0,0,0,0,0
UHMJC5412,512,100.0,1567395588.0,100.0,,,,,0,0,0,0,0,0,0
UCGQP0XQR,513,100.0,1567395457.0,100.0,,,,,0,0,0,0,0,0,0
UGY551J5N,514,100.0,1567395291.0,100.0,,,,,0,0,0,0,0,0,0
UHHT3583Y,515,100.0,1567395237.0,100.0,,,,,0,0,0,0,0,0,0
UMQ94G94P,516,100.0,1567394732.0,100.0,,,,,0,0,0,0,0,0,0
UG5AJRSP8,517,5.0,0.0,,,,,,0,0,0,0,0,0,5
UH97QQ8G4,518,5.0,0.0,,,,,,0,0,0,0,0,0,5
UMA1AFSE6,519,5.0,0.0,,,,,,0,0,0,0,0,0,5
UCD220TNW,520,1.0,0.0,,,,,,1,0,0,0,0,0,0
